a1_ran a2_ran a3_ran a4_ran
-1.6433550076300207e-09 0.002784791484321092 -1.0680232254145494e-09 0.004112461056560934
9.452346572125236e-09 -0.021421127512078808 2.1919025483541077e-09 -0.002907567911454745
1.593217668904856e-09 -0.0002690461225356433 -5.252343004968907e-10 0.0038535748915343726
1.524868897817555e-09 0.0038156344859937574 -1.139961458562766e-10 -0.001403543170233501
-1.8126993683864612e-08 0.003463970675688488 -9.972748848952051e-09 0.0077036939822175965
-4.856675062114846e-10 0.0002690620112960618 -2.4048758540118342e-09 -0.0022258153215364285
-4.014234278315598e-09 0.0009340887177546886 -1.7047656619695317e-09 -0.004904987104269898
7.098931109617013e-09 -0.011632510713899924 2.2190252968457003e-09 0.001242090049011546
-2.6734265912153887e-09 0.00733319394974008 -9.400089595601457e-10 0.000676313813736229
4.5716119778660413e-10 0.010481954850417585 1.4327912190026382e-09 0.0022379939638115243
-1.1823886314488163e-09 0.0018188065864798153 -8.472935686398841e-10 0.005098106911192279
-4.397858077709316e-09 -0.0018020940414669173 -4.23105084301767e-09 -0.0020767325778001666
-2.8110214156384927e-09 0.0066823091708065885 6.5204730503865e-11 0.002052617338304419
1.2604799426441105e-09 -0.0054861994676438375 -1.5747336767901743e-10 0.011197188045583117
-1.0514011883344665e-09 0.006040513199619957 -1.8235235543784256e-10 -0.0002702532023952653
-7.3289518898178585e-09 -0.0006732013945105475 -5.390847768182994e-09 -0.006808786171849768
-1.869549182131891e-09 -0.009499966186193198 -9.061902339624339e-10 -0.0031476883238743536
2.411585375838854e-10 -0.004072963198507251 1.7736412338820173e-10 0.00023308580506886667
-3.3393086074084977e-09 -0.00900226867373588 1.1153296064492224e-09 0.0045018165654627795
-5.442002404265622e-09 -0.0046257799450863946 1.993506582032012e-09 0.010433315504343899
-1.872037191930076e-09 -0.0074273575228007704 2.144290411898453e-09 -0.003923372968976047
-1.2988390363233293e-09 0.018306060557205406 -3.789630831363411e-10 -0.0034366904967209067
-2.477811289480769e-09 -0.00029099269817156603 -1.117176129383779e-09 -0.000849241993290395
-1.3733512105318368e-09 -0.0009868932469845326 2.697306822341261e-10 -0.0007327078337189263
-1.4366488665373822e-08 -0.008072650112886937 -4.304097300789067e-09 -0.013871003834640572
3.65232288856987e-11 -0.005334520961778111 -3.67104124876505e-11 -0.0013658868449055728
2.7133132407541893e-09 -0.0005805295619369932 1.191676202161318e-09 0.0005370516368605749
-1.2658172288126934e-09 0.005257872606009184 9.527109101625797e-10 0.002608229649521898
-3.6781966361587592e-09 0.002112098471191537 -1.3799534848146777e-09 -0.002244231334549429
4.9665581647317936e-09 -0.006206976387702401 1.3885650407274852e-09 0.0009751232761943118
1.5286609755804648e-09 -0.003201143770768411 7.994718220771801e-10 -0.003954632021986981
-1.2664478354906805e-09 -0.005241627304009899 -3.5371794382399457e-10 -0.00035897789458161355
-2.403963694774802e-10 -0.010049089089252838 9.605121142897133e-10 0.0063713937619994665
2.1744394063105688e-09 0.01938807731698966 9.672876943866981e-10 -0.0020042674417739548
3.759287436899683e-09 -0.007813473985309072 1.9939747630814963e-09 -0.004909713205333732
-1.428248408430477e-09 0.001849756868931851 -6.304174959836928e-10 0.0054282548001648445
1.3132793741377213e-09 -0.003054396924028646 -1.1832090862640143e-09 -0.0023383444222639937
-3.8255738576964404e-09 -0.006886371383388434 6.947720176952998e-11 -0.006033032918247416
-3.928098957217685e-09 0.00631074117100594 -4.0252245980809676e-10 -0.0025106535417585008
1.3304518597934134e-09 -0.0031348214741568903 2.0138124501301036e-10 0.00230419886332367
-2.9184064054277314e-09 0.012863051078126575 -1.5661814067868818e-09 -0.0021852749100177427
-7.670983848129254e-10 -0.003253901234229639 -1.3732963655144204e-09 0.0008637616479589827
3.401653847490138e-09 -0.0003983234329500984 -4.783011764430967e-10 -0.00013943481089739862
6.011147135609463e-10 0.003927146617440314 -6.406604136088845e-10 0.0016688280711872894
1.3801694231929673e-09 -0.0018936665693136678 1.5546448572933969e-09 -0.0010154401633355459
2.441210233961044e-09 -0.010987641996346609 1.474025013159519e-09 -0.002738267356239721
1.6964386562179357e-09 0.0020584754118053716 9.357810082377682e-10 0.00603676583662216
-3.1625890795083933e-09 0.006294451385817745 1.593160270374483e-09 0.003218204517617562
1.7818224673504801e-09 0.006734869494482321 2.0892483298950992e-09 0.0029721237168895964
3.7839389399607626e-09 -0.010104851561067996 1.313840258809762e-09 -0.005075278721781151
4.609948422995558e-09 0.019168849251303577 5.792074597721353e-10 0.0015548253814107182
1.2248720926422152e-09 0.014180999582304232 1.7046277722698733e-09 -0.0029691974666441467
8.063701928406886e-10 0.007071422555409712 3.055521058392685e-09 -0.006422488220441114
5.701001448699117e-09 0.007355915534419277 7.206443219942571e-10 0.004876957308275642
-4.433529765535127e-09 0.0014357265546959264 -4.655796415065083e-09 -0.0030363100717210045
-1.7998142975983455e-09 0.0018712150563692242 -3.244469137797523e-10 -0.005337076069435787
3.3756352157965352e-09 -0.005663582475077256 3.400851822377149e-09 -0.0022345125800573573
1.6301774374838374e-09 -0.0010318581766111112 2.237986018727156e-09 -0.0055723742423130496
2.662869480474228e-09 -0.0010947144366841854 2.3935705639743787e-09 -0.0009585317884308608
-6.29158058984558e-10 0.0010430344353588028 -7.453047068395335e-10 -0.003931829997601
1.3059821002414651e-09 0.0012586918121445523 2.1115152959438888e-09 -0.0010226758112057421
7.193984519204832e-09 0.021758616605196512 -1.1471417149522267e-09 -0.00627135055831185
-1.7834889121104425e-10 0.009049439917598656 -5.46765965836471e-10 -0.001298655360591816
-8.471179313573884e-10 0.0043994503374855665 -1.1449081682712858e-09 0.0021036914376393323
-9.666365485827555e-10 -0.0003430455827584389 -2.4442114998635134e-10 -0.0018661822649290727
-4.635158923349536e-11 -0.002880922401752084 -7.660563294820122e-10 -0.00035061552661752593
-5.400266234190099e-09 0.004362082646991006 6.169293964575218e-10 0.01708104306326852
-7.842111182654321e-09 -0.009107164065383033 -5.708152395200727e-09 0.0013211777475251596
-2.0321382354637763e-09 -0.0108589045633396 -4.384572926952046e-09 -0.009435173163490518
-6.889074866123224e-09 0.002586990625590646 -6.546801989415485e-09 0.002329471140732897
-2.3765009959930694e-09 0.0011511072087124763 -9.442979731488776e-10 0.0007356842038155342
1.0497936964171117e-09 -0.007372132553205235 1.7063611634782205e-09 0.003268554510439725
-1.8412864566386133e-09 -0.007733731220659568 -2.2711716951562266e-09 -0.003579620362297753
1.9682619978311777e-09 -0.009228344033648472 7.192315631954216e-10 -0.005437346468855742
-2.893916439816735e-09 0.000955714745022096 -5.838485250819758e-11 -0.0023099929307028866
9.645648058054235e-09 -0.017504323991195392 8.321199951311087e-09 -0.006163226335825112
5.394127366997736e-10 0.00609994907700806 4.550611443221442e-09 -0.006482686362633716
-5.379344747424852e-09 -0.07193548433997177 1.1135454780486498e-09 0.010536973945822647
2.937101784006302e-09 -0.0074608578593173824 1.3294343403913444e-09 -0.0003547000128638622
-3.9934056061952106e-10 0.0032032004431274963 6.941094365942035e-10 0.002538213014280144
-3.6209104603557307e-09 -0.012757117471530188 -1.3382692731767065e-09 0.0042137754830393614
-2.0861667948679496e-09 -0.005250919162891332 -4.727829239214998e-10 -0.00216783985699065
-2.8784863381758896e-10 -0.0019141909726125839 -1.0823733020970394e-09 0.0033062583872536244
6.519644824010129e-10 -0.004733684337141941 1.5227256122685162e-09 -0.00137163568714338
-2.371683516244616e-09 -0.005563624711865112 -3.4696201467454557e-10 -0.002364601100681041
1.6098906652217693e-09 -0.004491236227996742 1.3458512082564766e-09 -0.005012571798121757
-2.259249676228592e-09 -0.009895917486808292 -2.804566578973322e-09 -0.0026957894390404746
3.0746869494890916e-09 0.00020538887390242344 5.607824205000611e-10 0.0039527249222544025
-2.249590513869748e-09 0.0044981905544576595 5.316462825533108e-10 -0.00010808888869462407
1.1232960117624202e-09 0.011419924989964358 7.563338844107648e-10 -4.0588417312914515e-05
-1.8320005512606485e-09 0.01225877586742019 5.901664712482102e-10 0.002037793333216298
3.387510161267926e-09 0.001272820302049671 9.790946942089818e-10 -0.008576055169363883
2.7095414800726303e-10 -0.0049677683178619425 -6.83999301642757e-10 -0.002929615029670929
1.3159172640442307e-09 0.012636590655286772 -3.144884352934696e-11 0.0016881816462349652
-4.936429043311819e-10 0.0049770200732262015 8.854462718588252e-10 -0.008058006455630817
-7.0335712809566076e-09 0.010099883462044712 2.294359147114733e-10 -0.005853946238976393
-1.994296061624823e-09 -0.009471627479737288 -1.1093193030831117e-09 0.00128787589684487
-4.5880410581844444e-11 -0.007895623852999023 6.226775761675185e-10 -0.006377747229599828
-5.631496158287064e-09 -0.004507942439114787 -8.607324852860643e-09 -0.006678195748060167
-1.5843659939562826e-08 0.0007383640749188958 -6.483762415854244e-09 0.002959562567361629
-1.0876135547732702e-09 -0.0011558538362028692 1.8473578222710785e-10 0.00021336265458271608
-4.981823398253482e-09 -0.012199426820069137 -1.740644739456343e-09 0.0029309058792272857
1.5929596530739332e-09 -0.00726110259857804 -1.4822472138575904e-09 0.00015670658429056683
2.2948281053203345e-09 0.0002524725493115998 1.1964739199399332e-09 -0.0018152252767906774
1.6805168367994838e-09 -0.0017806056896498834 -3.2254265924791525e-10 -0.004675730736327877
2.8040949562324613e-09 0.004822456813719622 -3.751814414698629e-10 -0.003148559319270605
1.4940670922669597e-08 0.0025829529519937333 6.248145223430868e-09 -0.006039174697869409
-4.0864367445436756e-09 -0.0019164554473070083 -1.6232064581345185e-09 -0.00010757261034477494
-2.6115569706774977e-09 0.005342026272359579 4.453486468491974e-10 -0.005037950538555602
2.1260064819728086e-09 -0.0021947198333065465 2.0844559411870023e-10 0.0025698178484837575
3.3992653136749595e-09 -0.01037628777166022 -3.4940850213160957e-10 -0.000512927304755495
-2.016118161307645e-09 -0.0048716942281554765 -2.5756297095114178e-09 0.0005187831605818483
3.341806276146997e-09 -0.003784269839867349 1.6095961230533362e-09 0.0034736210637275056
2.16435758204625e-09 0.012001512133852255 -1.956594886109997e-10 0.0006394106149791856
5.267611902226577e-10 0.00787569799784782 3.224225997300323e-09 0.0005462038495722688
-1.3449605873461223e-09 -0.024441911697338004 -3.5416822807832204e-09 -0.003978561007326853
2.94848068183029e-09 -0.012075713531280785 -6.819129705348814e-10 -0.00045149035008940075
2.474500382376732e-09 0.0010331899172312253 1.3272611898429432e-09 0.0008427533355385153
1.87869686474329e-09 0.0037141597259437997 -1.8232104714854813e-10 0.004125459573242507
1.508687286211341e-09 0.0007033839658833196 -6.941991426145933e-10 -0.0007853286081498378
-2.6838118394323374e-09 -0.017253380262443274 3.237212720108573e-10 0.0019770464136589228
-1.3062273485076048e-09 0.016945002517457564 -1.3820447009038617e-09 -0.005687700504001247
1.2413335914729373e-09 0.008099763932960413 3.3636549101601076e-10 0.0030274957385681978
-1.4130583370075556e-09 -0.010926007083690292 -4.393496677579378e-10 0.003527673202596393
-3.429871497928616e-09 0.0016197201908749737 4.626151683950752e-10 -0.003827063318884827
2.3061639264909672e-09 -0.00535436786124599 1.1263048271814569e-09 0.0023762060852423605
2.992164849224821e-09 -0.005915000501006018 1.2372254332149168e-09 -0.0021246393197291713
-1.3013832234065603e-09 3.0858281338530524e-05 3.9189396172645274e-10 -0.0005043327548095444
4.6504466943986245e-11 0.0033273191465083007 7.984649608161476e-10 0.0006855591408290174
-1.3930521181038102e-09 0.0023787187583502734 -1.1029575031074046e-09 -0.004130581786248255
3.0415189256061126e-09 -0.010346779422544472 2.2076327432785092e-09 -0.0005607372503093622
2.827130751725804e-10 0.014373030127260877 2.3059822940041386e-09 0.007240390383737583
2.165421397748446e-09 -0.005647646406164553 2.103686225218837e-09 -0.004530608609121245
-2.872753590565935e-09 0.006523494308364186 -5.732931906976546e-10 0.000976991099704061
2.1924817517060546e-10 -0.008667690047749588 2.361163486952478e-10 -0.0017916743680506109
-1.78000103545628e-09 -0.022989201874886067 -1.0668295136184724e-09 0.005619392803262735
7.039944183162561e-10 0.011177137708086926 1.4735906939122856e-09 0.0033158909904106304
4.954128218770393e-10 -0.001958341306571798 -1.1149434708812578e-09 0.0012982471744704682
-4.4350119132730015e-09 0.003523706808770344 -3.0315892018961677e-09 -0.006473437536862248
1.7488982484437088e-09 -0.01158680761446651 1.3165135648307569e-09 0.0024883268919270174
1.028013230097713e-09 0.0005427883583490889 4.132598707684565e-10 -0.0016798947930176666
4.6675601161894065e-09 -0.006203648193985778 3.1084022023009084e-09 0.002435219817440659
-4.695707378488123e-09 0.003961749340848364 -2.481668426312922e-09 -0.010936304678232922
-7.943562696510753e-09 0.009311745963875961 -5.298692595800958e-09 -0.0029481387014140825
-2.41026421043955e-09 0.000733456941555799 -8.258795869409141e-10 0.003039547546241139
-3.3190146186967695e-09 0.009158495208715034 -3.957060235038057e-09 0.006760084097219843
-2.1582735598713043e-10 0.011694241572372532 1.9326651390372263e-10 0.006520817182405159
1.341004418620173e-09 0.007099057149517196 1.142471339754536e-09 0.0027451142895654757
-1.8709525040350172e-09 0.018655412497669666 -1.2855305708825426e-09 0.0008170073547942858
-1.453394071759817e-09 0.0042070848861384125 -3.6727554331150714e-10 -0.0021587423454609844
-2.5517377100214844e-09 -0.0056696381923393435 -1.7760484194440096e-09 -0.005696338092759268
3.691106420511403e-09 -0.0147489663270719 4.0404438683694366e-09 0.00017571826093853993
4.712930268269133e-09 -0.00730390314985252 3.5578278101411343e-09 0.006304414952046922
-5.221682197742439e-09 0.0017473774296051792 -1.2665022364188872e-09 0.0009087560131756378
-8.067372769815506e-09 -0.007276061605231865 -6.080111303319313e-09 0.007067928581154681
-9.265326283980357e-10 0.004112775548732017 3.8160963278244253e-10 -0.0008239640194469544
4.322402324952179e-09 -0.002465843332281281 -1.4031098505284945e-09 -0.008882743811193139
6.440595834433793e-10 -0.006187394316899297 1.8249760591615427e-09 -0.009617368200627308
3.871208464900633e-09 -0.019828517336471396 1.306499353148638e-11 0.0063436433097306955
-5.0278992080876606e-09 0.0076545903113897085 -4.125410457689327e-09 0.001511305954651876
2.5486932564433573e-09 -0.006681586167638587 5.969978955633337e-10 -0.00024297877776091603
-8.221692215926169e-10 -0.01629625747623553 -1.718205577816434e-09 0.00572383162923551
1.549729566896474e-09 0.008632985113602443 -4.151841093147368e-10 0.004244214598056684
-5.3732904792269665e-09 -0.007055774584388219 -1.1592364845824932e-09 0.002021966623589
-4.428692967906045e-09 0.005097477028160768 -2.2494088813829194e-09 -0.00028178074731766145
-7.394209688982301e-10 0.013688948233084974 -9.309852888605974e-10 -0.005297650358603745
-1.388494652587724e-09 0.008027985202888832 -8.280505170432662e-10 0.00029617855763619527
1.004025085293847e-09 0.011978975577255024 -5.718809870103314e-10 -0.0033052762399967683
1.8090822173633114e-09 -0.009511579309415374 -1.8103045729134237e-09 -0.009523610598396903
2.0457737726076175e-09 0.005630935757487965 -9.317908666872654e-10 0.0003621405261433619
-7.595636342117018e-09 0.0058884144578766895 -4.740166037464633e-09 -0.006272904189140949
5.400771163621698e-09 -0.00846030874954029 1.843091235187444e-09 0.0013157609794782754
1.725598552937413e-10 -0.014544899434854264 -7.500084997502654e-10 -0.0006017244494311846
-1.9348833646404273e-10 -0.010721182217749758 8.476489510300667e-10 -8.003641462983602e-05
-1.5209375980873574e-09 -0.006245499028488588 -1.188692477782638e-09 -0.0012758310783640425
1.2324841147659527e-10 -0.00789527414235236 1.842731411905163e-09 -0.004297872482739606
3.639095025320671e-09 0.005410363138318552 -1.1867697935485921e-09 -0.0017024186835215005
-7.14195369511117e-10 0.002000781096304305 6.470722846430021e-10 -0.004117624637015815
1.054053511140296e-09 0.009611903280096645 -1.4648171564601853e-10 0.002174914063063471
2.539786048139092e-09 -0.010848907235631922 -1.8686683311841534e-09 -0.0013066158274641637
-2.603517401666977e-09 -0.0034434748901082113 -1.627564749639987e-10 -0.0022684880210310787
4.560130051345368e-10 -0.004646173550277188 1.4796857072951752e-09 -0.002363059612885632
3.777102852708936e-09 0.01761161197786343 6.208588088085776e-10 -0.008374907070050064
2.6381394846453077e-09 0.0032167826499371888 2.4188241409817124e-09 -0.0009812392317369856
-5.395333069202479e-10 0.0021273791369068595 6.437250732460598e-11 -0.003761064152512983
2.061364301475521e-09 -0.005461801058920912 1.9105179660527938e-09 -0.002100065145482999
-2.545865074310427e-09 0.009750314719983222 -2.144397992509539e-10 -0.0034569447241119544
1.3030063694685623e-09 -0.0033596033128961977 -2.247721786474699e-09 -0.004816855254847985
4.242984297242458e-09 -0.003431059743083331 3.5973030110270088e-09 0.010045614276476655
-1.971655949617457e-09 -0.0029665630705779655 -1.5298089461879272e-09 -0.004623055442037671
-1.9303225684552672e-11 -0.0013023180399145406 5.467047925478141e-10 -0.003270154492036159
8.182668986833619e-10 -0.010089328379141005 1.2396084159149723e-10 0.0005103437851452508
5.4200740562393435e-09 0.008692036343590837 4.441964351897809e-09 0.003063126251539816
6.003852970337675e-11 0.01175851602184641 2.2757622453184467e-09 -0.002239287048173999
1.489284140454572e-09 0.0005346901695307826 2.844122715117692e-10 -0.0011658551975002318
-1.4209642351659113e-09 -0.007355329235661401 -1.5375061224176534e-09 0.0009865809732572117
-1.3450134339620945e-09 -0.0026244646965798424 -4.560254396324126e-10 -0.000492446621463527
9.585909843679019e-11 0.0013022699159188633 -8.370988346939612e-10 0.0035259858394450783
-2.9001050450006005e-09 -0.017119848336627053 -6.453610312817659e-09 -0.00902906752017918
-3.0191444899685393e-09 -0.005226474258285263 2.6800672792148816e-10 0.003009817890028743
-5.666009883498191e-10 -0.012831633624744931 6.404913266422341e-10 -0.0001522236307098801
-7.781436384135532e-09 -0.00705406804192199 -9.809237866420517e-10 -0.01917538327505275
-3.0527491645671034e-10 0.00937053735452209 9.77445901995111e-11 0.0006033896853462339
1.7653511985571413e-09 -0.00831406632353926 1.4336265508063661e-09 0.0027180593208560033
-2.450980307600048e-09 -0.0023514312986301356 -1.685424244612932e-09 -0.00174809297876366
2.116638975202534e-09 -0.005367609959863184 1.1699217150606955e-09 -0.005115257735101908
4.4629178130861646e-10 0.003933324189249632 1.2566223617227479e-09 -0.008019025033247251
5.147770765212556e-09 -0.015969720186879366 2.0209212081567784e-09 -0.00153881423063007
2.4599717818318823e-09 0.031048436799689383 3.243545432241035e-10 -0.0020366009114933803
-3.8117298206685746e-09 -0.014437265974513336 -2.2212236494567605e-09 -0.00022950300868518347
-9.599525618853022e-10 0.0006250475922392473 -1.0437115616213077e-09 0.00018177484109238584
-1.946784733419804e-09 0.0007386241620639389 -7.721081551892439e-10 0.0017365265781139616
-1.8708394833311104e-09 -0.0073612492732608725 -2.5183815033358314e-09 -5.1426979847946086e-05
-2.0558088564825994e-09 -0.0008707476574119077 -1.785430470135907e-09 0.009780082121290556
2.2770704211083626e-09 0.002726134545525616 -3.114732916031926e-10 -0.003752837036974599
-3.3585128011992538e-09 0.008824023626486821 -6.213674019761584e-10 0.00010691074608371043
-4.921452134709625e-10 -0.010960985226062592 1.9575463472421006e-10 -0.0024232539763837657
-3.6029115246805077e-09 0.017678896643525732 -2.8212052693987744e-09 0.0001687699740442472
-5.6769700051972904e-11 -0.0069280161731244405 -5.224447541252175e-10 0.00112933847137342
-4.110794593614742e-09 0.013394094622155461 -4.1618397617071423e-10 0.00214408587020265
2.4136044274314372e-09 0.014310686488352431 -8.502454296177575e-10 -0.0012231116657159813
2.0226931241040802e-10 0.0012745322343516996 -3.835980422195462e-10 0.00424213571138865
1.5820245113928877e-10 0.002344491469890686 2.5517024049293013e-09 0.0016127036698343478
-3.0061713118811895e-09 0.002123313889586975 -1.0768954616935389e-09 0.006459011459154618
-3.977883133998716e-09 -0.00442290906673648 -4.025756172865158e-09 0.009930771148585427
-2.3998134590641484e-09 0.01709303198120271 -1.5648942142121314e-09 0.002524366403143574
-3.2518436832162934e-09 -0.016283866013905524 -1.5393952779163556e-10 0.0015098447276283844
-6.019839293713858e-09 -0.010054990039552125 -3.859319086529922e-09 -0.0019368753136224104
-2.9123219391635757e-09 -0.004345536733606048 -1.6697050408964742e-09 -0.006834675211195407
1.1832776980469362e-09 0.015773012289446164 -3.0661073679993933e-09 -0.003326171329714356
2.9525838440846996e-09 0.005545060567056614 4.113308582631703e-09 -0.0006120379798844056
1.9845356469261333e-08 -0.009980210443200077 7.138461155520304e-09 0.005995517050056964
6.322335988073746e-09 0.01183297366935343 3.0028035613582915e-09 -0.001352296050721069
3.706432716299446e-09 -0.010717370839802953 3.1725885252242847e-09 0.0015509203865792243
-4.121105678933645e-09 -0.0012721773777790713 -1.1460778992500309e-09 -0.0007468311895679758
5.702083583081219e-09 -0.0035509584463699895 3.290293482116624e-09 0.00824683158511097
-2.622787098616186e-09 -0.02196853630681539 -1.401313287630046e-09 -0.0067117587261269485
7.902042908902729e-09 -0.019270864503702967 2.059018844313698e-09 0.008325536919888354
-3.006267679239727e-09 -0.0018288795729004548 -6.738094526781424e-10 -0.0012799035968347194
7.664117118721947e-10 0.00344899107545682 -1.362388868386688e-09 -0.00038095303679730463
-6.123844542571533e-09 -0.010690011946844935 -5.561031635181735e-10 -0.00011539473191368721
-1.714571373767626e-09 0.014836923794261714 -5.04509323207003e-10 -0.0020014036955764425
2.6291367971609247e-09 0.01121282650614741 1.285711648257859e-09 0.002990821613753747
1.9840429299478046e-09 -0.020010437992041608 7.181765182551203e-10 -0.0007914609710761855
-2.8853934797012926e-09 0.005782511178148875 -1.949056915862002e-09 -0.01137669107057615
4.450864010685507e-09 -0.005981328418515286 1.768024948667346e-09 0.0014092451216677349
3.2574339892121884e-09 -0.0043211203759871974 2.3131596638137353e-09 0.0010837968657636532
-1.1985723524787772e-09 0.00802167124222597 -3.800446624069309e-10 0.008305366484551602
6.689933051973185e-10 0.00025608373535734863 2.2279152966930837e-09 0.011252980186496453
3.820526339737285e-09 -0.0005434647708786322 -2.226811179895094e-09 0.0023069570350193747
-3.3186684511576914e-09 0.0005184320867288594 -2.349964667303084e-10 -0.0014858637332109126
5.740986352975597e-09 -0.013417720103015451 1.227824508731601e-10 -0.0016025432925776961
-2.859953385225822e-09 -0.006791428529093313 8.043459231998895e-10 0.006877345041526817
1.2518093006619324e-08 -0.034698824710162945 2.1248734993761786e-09 -0.012181363336540851
2.7524941215162357e-09 0.01781622497398383 1.335760724252566e-09 -0.006442506221568056
-1.4434153872144861e-09 0.008412944356079421 1.9828042541192303e-09 -0.005994865129620219
2.990648506617788e-09 -0.018805896386686838 -5.046874029801529e-10 -0.0014647353669490215
-7.305338556307106e-09 -0.027798367018667447 -4.481893967067663e-09 0.0053037343965625094
2.620726302637877e-09 -0.011394473572554853 1.4078984644783077e-09 -0.002471538560095965
-1.3967444978391086e-09 -0.004718260929174711 -4.167550748945814e-10 0.002593222173702503
-4.5704326989692845e-09 -0.008996756600686995 -1.5887362536659566e-09 0.0018093418643252424
-1.2118970271757235e-09 -0.0038183933857773855 -2.5272723913616346e-09 0.003827989854256142
-2.366121076846639e-09 0.005598500470475498 -4.190940927628617e-10 -0.003955687472749769
-1.2673295746168378e-09 -0.004618021383332449 -7.742724239534482e-10 -5.215262378355234e-05
3.7117031670419465e-10 0.013340426485898171 -1.647545433414166e-09 0.007050251224515747
-4.032141509568987e-09 -0.01171157276998347 -2.9774767096313326e-09 0.015574129704654771
-2.9514812815989444e-09 -0.011312331949103749 -1.9149031249554582e-09 0.0014128025166707525
1.0178882181577364e-09 0.0016063053351369483 -1.5978995904220028e-11 -0.0008317030559874539
-6.936724528117111e-10 0.013427362988465807 -3.734963449630868e-10 0.003989221666989673
-3.506556822685525e-09 -0.005436627000822591 1.6592185403396797e-09 0.0003995601686789252
8.513887372885165e-10 -0.001121143037499106 -1.818434292033544e-11 0.0035508140075037886
9.378176013541406e-10 0.005624988178095536 -2.0577461956605703e-09 0.002451262384832509
3.0847016052604204e-09 0.005247234651413413 7.157080483821687e-10 0.005302321068747506
-1.7601236024233913e-09 -0.011953449432083652 -1.0633229852174964e-09 -0.003006191744635567
-8.296544340424816e-09 0.013947699918316903 2.741251670101974e-12 0.0029113034895108525
-6.76538380872671e-10 -0.0060267311765436204 5.775088185444588e-10 0.0015071074798561623
-1.2579572938875572e-09 -0.0024429972475559225 -9.186111871173352e-10 -0.0006965952290933775
1.3585602642862682e-09 -0.004516934424821706 -2.38839170663141e-10 -0.0028509125722002704
-1.8368468968077423e-09 -0.014480466994422292 3.734034192959257e-10 0.004312487789492669
1.100677216037127e-09 0.00493494443591358 -1.3705359069859924e-09 -0.0027633298763547476
6.658186557650936e-09 0.012141370953195896 2.377931296315694e-09 0.00023268490351302518
6.619343961844493e-10 -0.003737697352556024 3.3359770501562025e-10 0.0037828766906635725
-1.7165540100450016e-09 -0.007706783534154882 -1.0458782728761662e-09 0.000754435351273619
-3.3977585189859383e-09 0.0006536347481487237 -1.0956087148628058e-09 -0.0003081167223168979
